1,33157.0
2,33156.5
3,33133.0
4,33179.5
5,33179.5
6,33179.5
7,33198.0
8,33206.0
9,33202.5
10,33171.0
11,33166.5
12,33165.0
13,33154.5
14,33154.5
15,33148.5
16,33129.0
17,33106.5
18,33104.5
19,33111.0
20,33124.0
21,33130.5
22,33126.0
23,33119.0
24,33113.0
25,33100.0
26,33094.5
27,33089.5
28,33063.0
29,33089.0
30,33114.5
31,33056.5
32,33019.5
33,33037.0
34,33055.5
35,33055.5
36,33037.0
37,33060.0
38,33045.5
39,33032.5
40,33032.5
41,33047.0
42,33018.5
43,33020.5
44,33050.5
45,33051.0
46,33051.5
47,33065.0
48,33069.0
49,33053.5
50,33070.0
51,33070.0
52,33069.0
53,33051.0
54,33054.5
55,33063.5
56,33066.0
57,33054.5
58,33063.0
59,33063.0
60,33063.0
61,33067.5
62,33067.5
63,33067.5
64,33067.5
65,33075.0
66,33075.0
67,33075.0
68,33071.0
69,33069.0
70,33069.5
71,33069.5
72,33065.0
73,33045.0
74,33042.5
75,33037.5
76,33038.5
77,33039.0
78,33043.5
79,33042.5
80,33040.0
81,33035.5
82,33026.5
83,33019.0
84,33037.0
85,33058.0
86,33079.0
87,33078.5
88,33079.5
89,33080.5
90,33080.5
91,33080.5
92,33080.5
93,33080.5
94,33093.5
95,33098.5
96,33098.0
97,33085.0
98,33085.0
99,33080.0
100,33080.5
101,33080.0
102,33080.0
103,33080.5
104,33080.0
105,33074.5
106,33074.5
107,33074.0
108,33090.5
109,33090.5
110,33118.5
111,33119.0
112,33130.5
113,33150.0
114,33161.0
115,33145.0
116,33138.0
117,33132.5
118,33131.5
119,33127.0
120,33117.5
121,33117.5
122,33117.0
123,33125.5
124,33126.5
125,33140.0
126,33143.5
127,33150.5
128,33155.5
129,33155.5
130,33155.5
131,33158.5
132,33185.5
133,33199.5
134,33211.5
135,33230.5
136,33231.0
137,33237.5
138,33267.5
139,33269.0
140,33273.0
141,33282.5
142,33254.5
143,33228.5
144,33210.5
145,33225.5
146,33209.0
147,33207.0
148,33207.0
149,33212.5
150,33211.5
151,33217.0
152,33216.5
153,33188.5
154,33179.5
155,33179.0
156,33141.0
157,33137.5
158,33138.0
159,33140.0
160,33153.0
161,33164.0
162,33160.0
163,33150.5
164,33126.5
165,33110.0
166,33109.0
167,33100.0
168,33100.0
169,33091.0
170,33106.0
171,33136.5
172,33149.0
173,33153.0
174,33125.5
175,33125.5
176,33118.0
177,33112.5
178,33100.0
179,33091.0
180,33099.5
181,33125.0
182,33145.0
183,33139.5
184,33105.5
185,33101.0
186,33127.0
187,33110.5
188,33101.0
189,33108.5
190,33133.0
191,33136.0
192,33127.0
193,33124.5
194,33113.0
195,33101.0
196,33099.0
197,33098.0
198,33098.5
199,33098.5
200,33098.5
